Gene,baseMean,log2FC,lfcSE,stat,pvalue,padj
LOC120101669,32.89597747,-0.570243978,0.357990784,-1.594439469,0.110837638,0.234137882
LOC120101486,7.006540614,-0.570183615,0.486525328,-1.17499233,0.239997784,0.398021547
Ralgds,2552.085549,-0.570151229,0.20630946,-2.763609909,0.005716584,0.024692863
LOC120102260,2.741257744,-0.570114065,0.371246975,-1.944227541,0.051868018,0.135596878
Esf1,1092.254612,-0.570046922,0.217828195,-2.617084329,0.008868443,0.035276939
Foxf1,2.869379627,-0.570023177,0.385669597,-1.722215438,0.085030499,0.193824237
LOC102551813,135.419496,-0.570010734,0.384240352,-1.483588793,0.137918044,0.271718476
Cad,96.70377101,-0.569773789,0.310439491,-1.836225717,0.066324281,0.162358124
Hist1h2af,5.986035288,-0.56970376,0.473673707,-1.215483902,0.224181585,0.379599957
LOC102553824,4.027498326,-0.569508355,0.472004629,-1.218484737,0.223039821,0.378080941
LOC102557038,8.402616504,-0.569332785,0.47898147,-1.190761639,0.233747172,0.390554498
Lamtor5,647.9379157,-0.569286872,0.169121813,-3.366287994,0.000761871,0.004793817
Chst2,6275.076688,-0.569243698,0.150167703,-3.790742064,0.000150198,0.001249493
Ccdc28b,1594.155295,-0.569225774,0.17855151,-3.188074418,0.001432237,0.008050308
LOC108348402,10.95670923,-0.56917887,0.47583378,-1.195247758,0.231990244,0.388323808
LOC120103616,13.55001757,-0.569160615,0.475026254,-1.199832139,0.230204539,0.386516007
Rimkla,211.0623145,-0.568832189,0.24851784,-2.28945043,0.022053195,0.07148008
Rpl8,474.4447632,-0.568672182,0.250949089,-2.266268622,0.023434941,0.074858591
Polr3g,81.01404458,-0.568671798,0.302257892,-1.882403957,0.059781189,0.151045454
LOC120097507,20.49231037,-0.568670627,0.441989689,-1.287313521,0.197985033,0.349332883
Etaa1l1,68.61910727,-0.568304836,0.381574,-1.48951828,0.136350943,0.269403894
Mir628,26.97896295,-0.568299581,0.40768321,-1.396183367,0.162659284,0.30458135
Hoga1,57.77837087,-0.568045244,0.330157215,-1.721464813,0.085166512,0.19408168
LOC102555707,14.20065437,-0.567967741,0.456431704,-1.244875306,0.213177589,0.366495769
LOC102548728,9.305688141,-0.567776932,0.474474409,-1.199521766,0.230325127,0.386581795
Syn3,41.59434975,-0.567713053,0.366326933,-1.550378227,0.121050761,0.24912811
Osbp2,800.4030409,-0.567623373,0.200972142,-2.824503206,0.004735397,0.021317911
Depdc5,306.8160764,-0.567612575,0.283592545,-2.001796357,0.045306638,0.122225283
LOC102552482,21.9064736,-0.567473677,0.486177702,-1.170783486,0.241685818,0.399748472
Polm,33.31380658,-0.567174412,0.38048251,-1.491619574,0.135798904,0.268823173
Ide,487.4900651,-0.567048971,0.253252704,-2.239313708,0.025135512,0.07889096
LOC120095087,1.622059442,-0.566838765,0.387891449,-1.72449369,0.084618757,0.193191183
Trnaa-cgc_5,5.260275614,-0.56681458,0.484030233,-1.172996991,0.240797012,0.398702497
Padi4,2.935090461,-0.566791998,0.35856886,-2.314797733,0.020624004,0.067903215
Lrrc73,553.9971957,-0.566566982,0.196388036,-2.885086632,0.00391306,0.018212818
LOC120101166,15.12442851,-0.566432415,0.441429399,-1.284274111,0.199046062,0.350747042
Tlr3,3.79073368,-0.566305396,0.475162821,-1.198922142,0.230558221,0.386689679
Lingo2,22.50202798,-0.566091561,0.42866608,-1.321595,0.186303049,0.334474294
LOC120103121,9.993985032,-0.565803835,0.479508857,-1.179844368,0.23806212,0.39573159
Sema3c,186.3385711,-0.565491023,0.225928645,-2.50328979,0.012304475,0.045533967
Nanp,189.1707495,-0.565466996,0.258033167,-2.19165499,0.028404428,0.086431212
RGD1563956,2.052517103,-0.565395656,0.393286375,-1.564276704,0.117752601,0.244155929
Kcnk2,23.67337322,-0.565307298,0.428880332,-1.320759452,0.186581584,0.334614388
Otub1,840.5195493,-0.565196676,0.192498265,-2.936237193,0.003322202,0.015967753
LOC108351790,2.795462052,-0.565187119,0.358019751,-2.282451011,0.022462727,0.072502409
LOC120097909,2.795462052,-0.565187119,0.358019751,-2.282451011,0.022462727,0.072502409
LOC102548779,2.795462052,-0.565187119,0.358019751,-2.282451011,0.022462727,0.072502409
Pgam1,6304.478636,-0.565053521,0.20051641,-2.818010032,0.00483223,0.021674901
Rps9l1,39793.99504,-0.564990853,0.228303318,-2.474746263,0.013333086,0.048382666
Cers4,2228.116712,-0.564930711,0.204247855,-2.765919746,0.00567625,0.024563526
Skida1,33.96403427,-0.564804096,0.373917619,-1.512620597,0.130376059,0.261584426
Gpatch1,135.3257843,-0.564712655,0.24728059,-2.284064083,0.022367765,0.072271383
LOC102556228,2.411088963,-0.564567176,0.378786802,-1.902253357,0.05713804,0.145757419
Gamt,1573.70508,-0.564292452,0.193040284,-2.92320719,0.003464459,0.016527261
Trnag-gcc_14,2.352855288,-0.56419456,0.414413093,-1.448822333,0.147387205,0.284871243
Ipmk,567.9094708,-0.564099269,0.248762318,-2.267672919,0.02334915,0.074623106
LOC120093543,2.636302066,-0.563936295,0.357576747,-2.250912732,0.024391065,0.077076265
LOC120098482,47.12265806,-0.563936293,0.414776226,-1.361251174,0.173434327,0.317723052
Ncapg,29.37228042,-0.563866657,0.434830152,-1.297479748,0.194466169,0.344773513
Ing5,25.2539127,-0.563457293,0.450963349,-1.252795326,0.210280203,0.363496393
LOC120093545,15.60788778,-0.563128891,0.464204431,-1.215168877,0.224301688,0.379768645
LOC100363500,2.676365606,-0.563074124,0.391300145,-1.647049159,0.099547942,0.217294584
LOC120099928,2.671612227,-0.562780571,0.35741757,-2.258885352,0.023890517,0.075895471
LOC102554799,2.671612227,-0.562780571,0.35741757,-2.258885352,0.023890517,0.075895471
Cd226,2.671612227,-0.562780571,0.35741757,-2.258885352,0.023890517,0.075895471
LOC120097397,1.553000409,-0.562744819,0.379796319,-1.671026844,0.094716376,0.20991105
Dpy19l4,810.1893819,-0.562721354,0.203415869,-2.76650469,0.005666077,0.024542412
LOC120097558,3.252173268,-0.56265316,0.472930978,-1.197871066,0.230967215,0.387165528
Hira,163.2786272,-0.562407957,0.335562105,-1.676521646,0.09363606,0.208038996
Rcl1,968.6327689,-0.562180757,0.186534537,-3.013910577,0.002579038,0.01298835
LOC120093587,3.726393784,-0.562160208,0.410334202,-1.516929564,0.129284468,0.260086631
Fam219b,1299.761345,-0.562086694,0.218817977,-2.568799338,0.010205153,0.039467327
LOC120099870,8.467998073,-0.562038787,0.486248444,-1.164357956,0.244278979,0.402672691
Pacs1,178.3603773,-0.561877289,0.293878447,-1.912614941,0.055797366,0.142925211
Pip4k2a,201.5802462,-0.561545085,0.260147488,-2.158901492,0.03085781,0.092304625
LOC120103025,3.860242033,-0.561134821,0.446545626,-1.300041901,0.193586609,0.343542586
Ambra1,291.9717403,-0.561088791,0.259588805,-2.161843817,0.030630217,0.091727408
Cul7,455.3291539,-0.561064305,0.187332492,-2.995276909,0.002741958,0.013653095
LOC108352569,2.237804192,-0.560975316,0.373088635,-1.838418144,0.066000814,0.161957143
Dlgap3,20.82817125,-0.560867244,0.446956334,-1.257569788,0.208547385,0.361275613
LOC103690816,2.540529445,-0.560725042,0.356782591,-2.227724232,0.02589891,0.080564249
LOC120103610,26.28230604,-0.560689575,0.468939302,-1.196984703,0.231312517,0.387550963
Etf1,2030.464543,-0.560677764,0.184042149,-3.046532907,0.002314971,0.011924032
LOC100361060,63.52982723,-0.560353141,0.345514094,-1.622055392,0.104791488,0.225499219
LOC108352133,2.357960207,-0.560343792,0.370747001,-1.853997273,0.06373955,0.157743722
Grcc10,1428.252222,-0.560311849,0.186220111,-3.008956043,0.00262147,0.013183306
Ppp2r2b,1660.543203,-0.560275907,0.18404937,-3.044195255,0.002333037,0.011993762
Gprasp1,416.4665958,-0.55995818,0.186124102,-3.008772356,0.002623056,0.013184962
LOC120099959,1.482286423,-0.559907278,0.3539146,-1.947706027,0.051450149,0.134846658
Hspb1,488.2757135,-0.559884794,0.214898631,-2.605515879,0.009173602,0.036239051
LOC108353079,2.15188987,-0.559873211,0.373247079,-1.819972123,0.06876325,0.166316038
Ascl1,532.5837106,-0.559782062,0.25470477,-2.198016941,0.027947899,0.085334742
Ust5r,3.450690941,-0.55971954,0.357486428,-2.386415581,0.017013513,0.058541765
Oip5-as1,2529.778829,-0.559541432,0.18152906,-3.082426862,0.002053202,0.010782362
Sox4,10039.00921,-0.559339829,0.189929251,-2.945002168,0.003229524,0.01560159
Mpst,1093.491629,-0.559322717,0.209287453,-2.672619494,0.007526156,0.030916597
Rsph10b,2.327012796,-0.559287054,0.402507531,-1.48309764,0.138048471,0.271874398
LOC102551899,18.9199657,-0.558948061,0.432745457,-1.294395108,0.195528979,0.345930147
LOC120103424,21.32404778,-0.558892877,0.467510573,-1.19691783,0.231338584,0.387550963
Ttbk2,288.7562554,-0.558885917,0.27082998,-2.063811251,0.039035616,0.109705581
Pbx1,491.9063671,-0.55874624,0.211260492,-2.644939022,0.008170564,0.033022399
LOC102550272,3.853840426,-0.558453028,0.430927683,-1.367598262,0.171437861,0.315249132
Lrrn4cl,30.23290042,-0.558437444,0.403266675,-1.386963102,0.165453014,0.307484912
LOC100361180,45.56348743,-0.558151959,0.337376825,-1.655953392,0.097731258,0.214603987
Sc5d,3637.421608,-0.557810019,0.178217123,-3.129975182,0.001748211,0.009470369
LOC100910888,2.568699159,-0.55775196,0.356174193,-2.228040854,0.025877791,0.080525571
LOC108351205,2.568699159,-0.55775196,0.356174193,-2.228040854,0.025877791,0.080525571
Abcd2,112.011226,-0.55764811,0.328189682,-1.700045484,0.08912237,0.200825874
Klhl3,46.43850835,-0.557473308,0.390303805,-1.428647811,0.153105485,0.29277457
Phldb3,27.57383498,-0.557319445,0.398637985,-1.399569119,0.161642387,0.303189842
Gtf2a1,586.083762,-0.557088414,0.22711961,-2.453003289,0.014166904,0.050723481
Tmprss9,52.73899373,-0.557038963,0.401964501,-1.387623962,0.165251581,0.307378881
Inpp5j,635.8523284,-0.556709416,0.255140635,-2.182169915,0.029096995,0.088074694
LOC102553129,41.90093624,-0.556563544,0.416083927,-1.33917428,0.180513943,0.32686172
Calm3,3136.447951,-0.556485853,0.224240243,-2.481678508,0.01307652,0.047619384
Brwd1,542.1104579,-0.556423144,0.23163502,-2.402360232,0.016289658,0.056565381
Plcxd2,15.38016571,-0.556289601,0.446587369,-1.24909221,0.21163135,0.365423234
Plin2,1879.997015,-0.556285239,0.169204898,-3.287689849,0.001010131,0.006046111
Zgrf1,43.06787615,-0.556277389,0.429469978,-1.296685418,0.194739449,0.345027097
LOC120103144,3.40171425,-0.556167612,0.431200499,-1.364970897,0.172262197,0.316325799
Cfap157,2.967290697,-0.556023412,0.356208872,-2.296065813,0.021672119,0.070465737
LOC108351625,2.967290697,-0.556023412,0.356208872,-2.296065813,0.021672119,0.070465737
LOC120097870,2.967290697,-0.556023412,0.356208872,-2.296065813,0.021672119,0.070465737
Usp15,341.5693614,-0.555617092,0.210768948,-2.636355355,0.008380192,0.033693387
LOC108352690,33.07952447,-0.555605615,0.42067351,-1.320510703,0.186664565,0.334718212
Rgsl1,2.665784451,-0.555514744,0.355746188,-2.238874356,0.025164092,0.078953937
E2f8,64.36864066,-0.555300363,0.31994701,-1.736056679,0.082553813,0.18959566
LOC102551825,2.403555712,-0.555241822,0.440529941,-1.276099656,0.201920293,0.353779592
LOC120099983,2.627756439,-0.555185234,0.355631581,-2.231255309,0.025664222,0.080076001
Afm,2.627756439,-0.555185234,0.355631581,-2.231255309,0.025664222,0.080076001
Tasl,2.627756439,-0.555185234,0.355631581,-2.231255309,0.025664222,0.080076001
Gnb5,2.599823844,-0.555134601,0.375572362,-1.921806284,0.054630137,0.140871455
Ankrd52,4.471617309,-0.555097106,0.393132275,-1.67524786,0.093885611,0.208518491
